ID,Name,Sex,Age,Height,Weight,Team,NOC,Games,Year,Season,City,Sport,Event,Medal
14947,"Patrick Joseph ""Paddy"" Brennan",M,30.0,,,Canada,CAN,1908 Summer,1908,Summer,London,Lacrosse,Lacrosse Men's Lacrosse,Gold
14949,Scott Michael Brennan,M,25.0,193.0,89.0,Australia,AUS,2008 Summer,2008,Summer,Beijing,Rowing,Rowing Men's Double Sculls,Gold
14959,Bart Jan-Baptist Marie Brentjens,M,27.0,188.0,79.0,Netherlands,NED,1996 Summer,1996,Summer,Atlanta,Cycling,"Cycling Men's Mountainbike, Cross-Country",Gold
14972,Julie Bresset,F,23.0,167.0,53.0,France,FRA,2012 Summer,2012,Summer,London,Cycling,"Cycling Women's Mountainbike, Cross-Country",Gold
14987,George Henry Bretz (-Brett),M,23.0,,75.0,Winnipeg Shamrocks-1,CAN,1904 Summer,1904,Summer,St. Louis,Lacrosse,Lacrosse Men's Lacrosse,Gold
15001,Derrick Keith Brew,M,26.0,185.0,81.0,United States,USA,2004 Summer,2004,Summer,Athina,Athletics,Athletics Men's 4 x 400 metres Relay,Gold
15005,Eric Charles Brewer,M,22.0,191.0,100.0,Canada,CAN,2002 Winter,2002,Winter,Salt Lake City,Ice Hockey,Ice Hockey Men's Ice Hockey,Gold
15011,Frank Gerald Singlehurst Brewin,M,22.0,,,India,IND,1932 Summer,1932,Summer,Los Angeles,Hockey,Hockey Men's Hockey,Gold
15017,Ralph Theodore Breyer,M,20.0,180.0,,United States,USA,1924 Summer,1924,Summer,Paris,Swimming,Swimming Men's 4 x 200 metres Freestyle Relay,Gold
15034,Anne Briand-Bouthiaux,F,23.0,174.0,52.0,France,FRA,1992 Winter,1992,Winter,Albertville,Biathlon,Biathlon Women's 3 x 7.5 kilometres Relay,Gold
15051,Erika Eloise Bricker (-Holderith),F,15.0,175.0,64.0,United States,USA,1964 Summer,1964,Summer,Tokyo,Swimming,Swimming Women's 4 x 100 metres Freestyle Relay,Gold
15064,"Bradley Michael ""Brad"" Bridgewater",M,23.0,190.0,84.0,United States,USA,1996 Summer,1996,Summer,Atlanta,Swimming,Swimming Men's 200 metres Backstroke,Gold
15077,Siegfried Brietzke,M,20.0,192.0,90.0,East Germany,GDR,1972 Summer,1972,Summer,Munich,Rowing,Rowing Men's Coxless Pairs,Gold
15077,Siegfried Brietzke,M,24.0,192.0,90.0,East Germany,GDR,1976 Summer,1976,Summer,Montreal,Rowing,Rowing Men's Coxless Fours,Gold
15077,Siegfried Brietzke,M,28.0,192.0,90.0,East Germany,GDR,1980 Summer,1980,Summer,Moskva,Rowing,Rowing Men's Coxless Fours,Gold
15085,Allan Lindsay Briggs,M,39.0,,,United States,USA,1912 Summer,1912,Summer,Stockholm,Shooting,"Shooting Men's Military Rifle, 200, 400, 500 and 600 metres, Team",Gold
15096,Torah Jane Bright (-Thomson),F,23.0,161.0,57.0,Australia,AUS,2010 Winter,2010,Winter,Vancouver,Snowboarding,Snowboarding Women's Halfpipe,Gold
15118,"John Manning ""Jack"" Brinck",M,19.0,189.0,83.0,United States,USA,1928 Summer,1928,Summer,Amsterdam,Rowing,Rowing Men's Coxed Eights,Gold
15128,Julius Brink,M,30.0,186.0,85.0,Germany-1,GER,2012 Summer,2012,Summer,London,Beach Volleyball,Beach Volleyball Men's Beach Volleyball,Gold
15134,Jacques Brinkman,M,29.0,182.0,75.0,Netherlands,NED,1996 Summer,1996,Summer,Atlanta,Hockey,Hockey Men's Hockey,Gold
15134,Jacques Brinkman,M,34.0,182.0,75.0,Netherlands,NED,2000 Summer,2000,Summer,Sydney,Hockey,Hockey Men's Hockey,Gold
15137,"Wilhelm ""Willi"" Brinkmann",M,25.0,,,Germany,GER,1936 Summer,1936,Summer,Berlin,Handball,Handball Men's Handball,Gold
15138,Wolfgang Brinkmann,M,38.0,178.0,79.0,West Germany,FRG,1988 Summer,1988,Summer,Seoul,Equestrianism,"Equestrianism Mixed Jumping, Team",Gold
15151,Valerie Ann Brisco-Hooks,F,24.0,170.0,62.0,United States,USA,1984 Summer,1984,Summer,Los Angeles,Athletics,Athletics Women's 200 metres,Gold
15151,Valerie Ann Brisco-Hooks,F,24.0,170.0,62.0,United States,USA,1984 Summer,1984,Summer,Los Angeles,Athletics,Athletics Women's 400 metres,Gold
15151,Valerie Ann Brisco-Hooks,F,24.0,170.0,62.0,United States,USA,1984 Summer,1984,Summer,Los Angeles,Athletics,Athletics Women's 4 x 400 metres Relay,Gold
15162,Franois Brisson,M,26.0,174.0,70.0,France,FRA,1984 Summer,1984,Summer,Los Angeles,Football,Football Men's Football,Gold
15163,Thrse Anne Brisson,F,35.0,170.0,68.0,Canada,CAN,2002 Winter,2002,Winter,Salt Lake City,Ice Hockey,Ice Hockey Women's Ice Hockey,Gold
15182,Matthew Brittain,M,25.0,186.0,70.0,South Africa,RSA,2012 Summer,2012,Summer,London,Rowing,Rowing Men's Lightweight Coxless Fours,Gold
15187,Bernhard Britting,M,23.0,189.0,88.0,Germany,GER,1964 Summer,1964,Summer,Tokyo,Rowing,Rowing Men's Coxed Fours,Gold
15243,Hermanus Gerardus Brockmann,M,28.0,,60.0,Minerva Amsterdam,NED,1900 Summer,1900,Summer,Paris,Rowing,Rowing Men's Coxed Pairs,Gold
15261,"John Charles ""Jack"" Broderick",M,32.0,,,Canada,CAN,1908 Summer,1908,Summer,London,Lacrosse,Lacrosse Men's Lacrosse,Gold
15264,Martin Pierre Brodeur,M,29.0,188.0,95.0,Canada,CAN,2002 Winter,2002,Winter,Salt Lake City,Ice Hockey,Ice Hockey Men's Ice Hockey,Gold
15264,Martin Pierre Brodeur,M,37.0,188.0,95.0,Canada,CAN,2010 Winter,2010,Winter,Vancouver,Ice Hockey,Ice Hockey Men's Ice Hockey,Gold
15275,Zbigniew Marcin Brdka,M,29.0,183.0,85.0,Poland,POL,2014 Winter,2014,Winter,Sochi,Speed Skating,"Speed Skating Men's 1,500 metres",Gold
15286,Gyrgy Brdy,M,24.0,185.0,,Hungary,HUN,1932 Summer,1932,Summer,Los Angeles,Water Polo,Water Polo Men's Water Polo,Gold
15286,Gyrgy Brdy,M,28.0,185.0,,Hungary,HUN,1936 Summer,1936,Summer,Berlin,Water Polo,Water Polo Men's Water Polo,Gold
15309,"Kenneth L. ""Kenny"" Brokenburr",M,31.0,179.0,77.0,United States,USA,2000 Summer,2000,Summer,Sydney,Athletics,Athletics Men's 4 x 100 metres Relay,Gold
15386,"Nathan Eugene ""Nate"" Brooks",M,18.0,,,United States,USA,1952 Summer,1952,Summer,Helsinki,Boxing,Boxing Men's Flyweight,Gold
15387,Neil Brooks,M,17.0,198.0,96.0,Australia,AUS,1980 Summer,1980,Summer,Moskva,Swimming,Swimming Men's 4 x 100 metres Medley Relay,Gold
15394,Travis Neil Brooks,M,24.0,186.0,79.0,Australia,AUS,2004 Summer,2004,Summer,Athina,Hockey,Hockey Men's Hockey,Gold
15405,Marguerite Marie Broquedis-Billout (-Bordes),F,19.0,,,France,FRA,1912 Summer,1912,Summer,Stockholm,Tennis,Tennis Women's Singles,Gold
15406,Kristina Brring-Sprehe,F,29.0,168.0,54.0,Germany,GER,2016 Summer,2016,Summer,Rio de Janeiro,Equestrianism,"Equestrianism Mixed Dressage, Team",Gold
15423,Neal LaMoy Broten,M,20.0,175.0,70.0,United States,USA,1980 Winter,1980,Winter,Lake Placid,Ice Hockey,Ice Hockey Men's Ice Hockey,Gold
15441,Vronique Brouquier,F,23.0,170.0,58.0,France,FRA,1980 Summer,1980,Summer,Moskva,Fencing,"Fencing Women's Foil, Team",Gold
15463,Alice Regina Brown (-Harris),F,23.0,159.0,59.0,United States,USA,1984 Summer,1984,Summer,Los Angeles,Athletics,Athletics Women's 4 x 100 metres Relay,Gold
15463,Alice Regina Brown (-Harris),F,27.0,159.0,59.0,United States,USA,1988 Summer,1988,Summer,Seoul,Athletics,Athletics Women's 4 x 100 metres Relay,Gold
15473,"Benjamin Gene ""Benny"" Brown",M,22.0,180.0,74.0,United States,USA,1976 Summer,1976,Summer,Montreal,Athletics,Athletics Men's 4 x 400 metres Relay,Gold
15488,"Christopher Deon ""Chris"" Brown",M,33.0,178.0,75.0,Bahamas,BAH,2012 Summer,2012,Summer,London,Athletics,Athletics Men's 4 x 400 metres Relay,Gold
15491,"Cynthia Louise ""Cindy"" Brown",F,23.0,188.0,75.0,United States,USA,1988 Summer,1988,Summer,Seoul,Basketball,Basketball Women's Basketball,Gold
15503,"David Preston ""Dave"" Brown",M,20.0,,,United States,USA,1948 Summer,1948,Summer,London,Rowing,Rowing Men's Coxed Eights,Gold
15526,Arthur Godfrey Kilner Brown,M,21.0,183.0,70.0,Great Britain,GBR,1936 Summer,1936,Summer,Berlin,Athletics,Athletics Men's 4 x 400 metres Relay,Gold
15527,Graeme Allen Brown,M,25.0,177.0,75.0,Australia,AUS,2004 Summer,2004,Summer,Athina,Cycling,"Cycling Men's Team Pursuit, 4,000 metres",Gold
15527,Graeme Allen Brown,M,25.0,177.0,75.0,Australia,AUS,2004 Summer,2004,Summer,Athina,Cycling,Cycling Men's Madison,Gold
15529,"Horace Hallock ""Hal"" Brown",M,22.0,172.0,66.0,United States,USA,1920 Summer,1920,Summer,Antwerpen,Athletics,"Athletics Men's 3,000 metres, Team",Gold
15535,Ivan Elmore Brown,M,27.0,,,United States-1,USA,1936 Winter,1936,Winter,Garmisch-Partenkirchen,Bobsleigh,Bobsleigh Men's Two,Gold
15555,"Lawrence Harvey ""Larry"" Brown",M,24.0,178.0,73.0,United States,USA,1964 Summer,1964,Summer,Tokyo,Basketball,Basketball Men's Basketball,Gold
15580,"Ronald James ""Ron"" Brown",M,23.0,180.0,84.0,United States,USA,1984 Summer,1984,Summer,Los Angeles,Athletics,Athletics Men's 4 x 100 metres Relay,Gold
15605,"Elizabeth ""Lisa"" Brown-Miller",F,31.0,155.0,57.0,United States,USA,1998 Winter,1998,Winter,Nagano,Ice Hockey,Ice Hockey Women's Ice Hockey,Gold
15606,Stephanie Karenmonica Brown-Trafton,F,28.0,193.0,100.0,United States,USA,2008 Summer,2008,Summer,Beijing,Athletics,Athletics Women's Discus Throw,Gold
15612,Ian Sterry Browne,M,25.0,185.0,59.0,Australia,AUS,1956 Summer,1956,Summer,Melbourne,Cycling,"Cycling Men's Tandem Sprint, 2,000 metres",Gold
15625,"David Greig ""Skippy"" Browning, Jr.",M,21.0,,,United States,USA,1952 Summer,1952,Summer,Helsinki,Diving,Diving Men's Springboard,Gold
15627,Alistair Edward Brownlee,M,24.0,184.0,70.0,Great Britain,GBR,2012 Summer,2012,Summer,London,Triathlon,Triathlon Men's Olympic Distance,Gold
15627,Alistair Edward Brownlee,M,28.0,184.0,70.0,Great Britain,GBR,2016 Summer,2016,Summer,Rio de Janeiro,Triathlon,Triathlon Men's Olympic Distance,Gold
15656,Charles Granville Bruce,M,57.0,,,Great Britain,GBR,1924 Winter,1924,Winter,Chamonix,Alpinism,Alpinism Mixed Alpinism,Gold
15659,John Geoffrey Bruce,M,27.0,,,Great Britain,GBR,1924 Winter,1924,Winter,Chamonix,Alpinism,Alpinism Mixed Alpinism,Gold
15666,"Thomas Edwin ""Tom"" Bruce",M,20.0,183.0,73.0,United States,USA,1972 Summer,1972,Summer,Munich,Swimming,Swimming Men's 4 x 100 metres Medley Relay,Gold
15676,Roland Brckner,M,24.0,172.0,65.0,East Germany,GDR,1980 Summer,1980,Summer,Moskva,Gymnastics,Gymnastics Men's Floor Exercise,Gold
15677,Ralf Brudel,M,25.0,192.0,90.0,East Germany,GDR,1988 Summer,1988,Summer,Seoul,Rowing,Rowing Men's Coxless Fours,Gold
15683,"Wilhelm ""Willy"" Brderlin",M,25.0,,,Switzerland,SUI,1920 Summer,1920,Summer,Antwerpen,Rowing,Rowing Men's Coxed Fours,Gold
15693,Kurt Brugger,M,24.0,185.0,86.0,Italy-1,ITA,1994 Winter,1994,Winter,Lillehammer,Luge,Luge Mixed (Men)'s Doubles,Gold
15704,Ivano Brugnetti,M,27.0,176.0,61.0,Italy,ITA,2004 Summer,2004,Summer,Athina,Athletics,Athletics Men's 20 kilometres Walk,Gold
15721,Julien Louis Brul,M,44.0,,,France,FRA,1920 Summer,1920,Summer,Antwerpen,Archery,"Archery Men's Target Archery, 50 metres, Individual",Gold
15730,Valery Nikolayevich Brumel,M,22.0,185.0,79.0,Soviet Union,URS,1964 Summer,1964,Summer,Tokyo,Athletics,Athletics Men's High Jump,Gold
15749,Enrico Bruna,M,25.0,,,Bucintoro Venezia-1,ITA,1906 Summer,1906,Summer,Athina,Rowing,Rowing Men's Coxed Pairs (1 kilometres),Gold
15749,Enrico Bruna,M,25.0,,,Bucintoro Venezia,ITA,1906 Summer,1906,Summer,Athina,Rowing,Rowing Men's Coxed Pairs (1 mile),Gold
15749,Enrico Bruna,M,25.0,,,Bucintoro Venezia,ITA,1906 Summer,1906,Summer,Athina,Rowing,Rowing Men's Coxed Fours,Gold
15755,Jennifer Lyn Brundage,F,27.0,167.0,74.0,United States,USA,2000 Summer,2000,Summer,Sydney,Softball,Softball Women's Softball,Gold
15763,"Michael Lee ""Mike"" Bruner",M,19.0,179.0,73.0,United States,USA,1976 Summer,1976,Summer,Montreal,Swimming,Swimming Men's 4 x 200 metres Freestyle Relay,Gold
15763,"Michael Lee ""Mike"" Bruner",M,19.0,179.0,73.0,United States,USA,1976 Summer,1976,Summer,Montreal,Swimming,Swimming Men's 200 metres Butterfly,Gold
15770,Manuel Brunet,M,30.0,179.0,79.0,Argentina,ARG,2016 Summer,2016,Summer,Rio de Janeiro,Hockey,Hockey Men's Hockey,Gold
15774,Pierre mile Ernest Brunet,M,25.0,168.0,,France,FRA,1928 Winter,1928,Winter,Sankt Moritz,Figure Skating,Figure Skating Mixed Pairs,Gold
15774,Pierre mile Ernest Brunet,M,29.0,168.0,,France,FRA,1932 Winter,1932,Winter,Lake Placid,Figure Skating,Figure Skating Mixed Pairs,Gold
15776,Andre Marguerite Blanche Brunet-Joly,F,26.0,165.0,,France,FRA,1928 Winter,1928,Winter,Sankt Moritz,Figure Skating,Figure Skating Mixed Pairs,Gold
15776,Andre Marguerite Blanche Brunet-Joly,F,30.0,165.0,,France,FRA,1932 Winter,1932,Winter,Lake Placid,Figure Skating,Figure Skating Mixed Pairs,Gold
15791,"Bruno ""Bruninho"" Mossa de Rezende",M,30.0,190.0,76.0,Brazil,BRA,2016 Summer,2016,Summer,Rio de Janeiro,Volleyball,Volleyball Men's Volleyball,Gold
15836,Giancarlo Brusati,M,26.0,,,Italy,ITA,1936 Summer,1936,Summer,Berlin,Fencing,"Fencing Men's epee, Team",Gold
15847,Olga Aleksandrovna Brusnikina,F,21.0,169.0,55.0,Russia,RUS,2000 Summer,2000,Summer,Sydney,Synchronized Swimming,Synchronized Swimming Women's Duet,Gold
15847,Olga Aleksandrovna Brusnikina,F,21.0,169.0,55.0,Russia,RUS,2000 Summer,2000,Summer,Sydney,Synchronized Swimming,Synchronized Swimming Women's Team,Gold
15847,Olga Aleksandrovna Brusnikina,F,25.0,169.0,55.0,Russia,RUS,2004 Summer,2004,Summer,Athina,Synchronized Swimming,Synchronized Swimming Women's Team,Gold
15848,"Ernesto Mario ""Enrico"" Brusoni",M,21.0,,,Italy,ITA,1900 Summer,1900,Summer,Paris,Cycling,Cycling Men's Points Race,Gold
15856,Hkon Brusveen,M,32.0,,,Norway,NOR,1960 Winter,1960,Winter,Squaw Valley,Cross Country Skiing,Cross Country Skiing Men's 15 kilometres,Gold
15873,Frdric-Albert Gustave Bruynseels,M,31.0,,,Edelweiss II-1,BEL,1920 Summer,1920,Summer,Antwerpen,Sailing,Sailing Mixed 6 metres,Gold
15880,"Robert Charles ""Bob"" Bryan",M,34.0,193.0,92.0,United States-1,USA,2012 Summer,2012,Summer,London,Tennis,Tennis Men's Doubles,Gold
15882,"Michael Carl ""Mike"" Bryan",M,34.0,191.0,87.0,United States-1,USA,2012 Summer,2012,Summer,London,Tennis,Tennis Men's Doubles,Gold
15891,Kobe Bean Bryant,M,29.0,198.0,100.0,United States,USA,2008 Summer,2008,Summer,Beijing,Basketball,Basketball Men's Basketball,Gold
15891,Kobe Bean Bryant,M,33.0,198.0,100.0,United States,USA,2012 Summer,2012,Summer,London,Basketball,Basketball Men's Basketball,Gold
15893,"George Philip ""Phil"" Bryant",M,26.0,,,United States,USA,1904 Summer,1904,Summer,St. Louis,Archery,Archery Men's Double American Round,Gold
15893,"George Philip ""Phil"" Bryant",M,26.0,,,United States,USA,1904 Summer,1904,Summer,St. Louis,Archery,Archery Men's Double York Round,Gold
15908,Haakon Piro Bryhn,M,26.0,,,Norna,NOR,1928 Summer,1928,Summer,Amsterdam,Sailing,Sailing Mixed 6 metres,Gold
15930,Viktor Arkadiyovych Bryzhin,M,26.0,181.0,79.0,Soviet Union,URS,1988 Summer,1988,Summer,Seoul,Athletics,Athletics Men's 4 x 100 metres Relay,Gold
15931,Olha Arkadivna Bryzhina (Vladykina-),F,25.0,171.0,63.0,Soviet Union,URS,1988 Summer,1988,Summer,Seoul,Athletics,Athletics Women's 400 metres,Gold
15931,Olha Arkadivna Bryzhina (Vladykina-),F,25.0,171.0,63.0,Soviet Union,URS,1988 Summer,1988,Summer,Seoul,Athletics,Athletics Women's 4 x 400 metres Relay,Gold
15931,Olha Arkadivna Bryzhina (Vladykina-),F,29.0,171.0,63.0,Unified Team,EUN,1992 Summer,1992,Summer,Barcelona,Athletics,Athletics Women's 4 x 400 metres Relay,Gold
15935,Jan Brzk-Felix,M,24.0,,,Czechoslovakia,TCH,1936 Summer,1936,Summer,Berlin,Canoeing,"Canoeing Men's Canadian Doubles, 1,000 metres",Gold
15935,Jan Brzk-Felix,M,36.0,,,Czechoslovakia,TCH,1948 Summer,1948,Summer,London,Canoeing,"Canoeing Men's Canadian Doubles, 1,000 metres",Gold
15954,Karen Brdsgaard,F,22.0,178.0,71.0,Denmark,DEN,2000 Summer,2000,Summer,Sydney,Handball,Handball Women's Handball,Gold
15954,Karen Brdsgaard,F,26.0,178.0,71.0,Denmark,DEN,2004 Summer,2004,Summer,Athina,Handball,Handball Women's Handball,Gold
15975,"Serhiy Nazarovych ""Sergey"" Bubka",M,24.0,183.0,80.0,Soviet Union,URS,1988 Summer,1988,Summer,Seoul,Athletics,Athletics Men's Pole Vault,Gold
16004,William Carl Buchan,M,27.0,195.0,89.0,United States,USA,1984 Summer,1984,Summer,Los Angeles,Sailing,Sailing Mixed Two Person Heavyweight Dinghy,Gold
16005,"William Earl Buchan, Sr.",M,49.0,190.0,95.0,United States,USA,1984 Summer,1984,Summer,Los Angeles,Sailing,Sailing Mixed Two Person Keelboat,Gold
16012,John Buchanan,M,24.0,,,Hera-1,GBR,1908 Summer,1908,Summer,London,Sailing,Sailing Mixed 12 metres,Gold
16016,Sharon Lee Buchanan-Patmore,F,25.0,168.0,58.0,Australia,AUS,1988 Summer,1988,Summer,Seoul,Hockey,Hockey Women's Hockey,Gold
16018,"Georges Eugne William ""Go"" Buchard",M,30.0,170.0,,France,FRA,1924 Summer,1924,Summer,Paris,Fencing,"Fencing Men's epee, Team",Gold
16018,"Georges Eugne William ""Go"" Buchard",M,38.0,170.0,,France,FRA,1932 Summer,1932,Summer,Los Angeles,Fencing,"Fencing Men's epee, Team",Gold
16069,Charles von Buchwald,M,25.0,,,Denmark,DEN,1906 Summer,1906,Summer,Athina,Football,Football Men's Football,Gold
16076,Craig Werner Buck,M,25.0,203.0,93.0,United States,USA,1984 Summer,1984,Summer,Los Angeles,Volleyball,Volleyball Men's Volleyball,Gold
16076,Craig Werner Buck,M,30.0,203.0,93.0,United States,USA,1988 Summer,1988,Summer,Seoul,Volleyball,Volleyball Men's Volleyball,Gold
16085,Claude Percival Buckenham,M,24.0,,,Upton Park FC,GBR,1900 Summer,1900,Summer,Paris,Football,Football Men's Football,Gold
16101,George John Buckley,M,24.0,,,Devon and Somerset Wanderers,GBR,1900 Summer,1900,Summer,Paris,Cricket,Cricket Men's Cricket,Gold
16107,Henry Cresswell Bucknall,M,22.0,,73.0,Leander Club-1,GBR,1908 Summer,1908,Summer,London,Rowing,Rowing Men's Coxed Eights,Gold
16109,William Quinn Buckner,M,21.0,190.0,92.0,United States,USA,1976 Summer,1976,Summer,Montreal,Basketball,Basketball Men's Basketball,Gold
16124,Lszl II Budai (Bednarik),M,23.0,,,Hungary,HUN,1952 Summer,1952,Summer,Helsinki,Football,Football Men's Football,Gold
16138,"Harold Boyce Budd, Jr.",M,25.0,191.0,93.0,United States,USA,1964 Summer,1964,Summer,Tokyo,Rowing,Rowing Men's Coxed Eights,Gold
16149,Richard Gordon McBride Budgett,M,25.0,200.0,100.0,Great Britain,GBR,1984 Summer,1984,Summer,Los Angeles,Rowing,Rowing Men's Coxed Fours,Gold
16152,Alexander Alan Budikusuma Wiratama,M,24.0,178.0,71.0,Indonesia,INA,1992 Summer,1992,Summer,Barcelona,Badminton,Badminton Men's Singles,Gold
16173,Rachel Marie Buehler (-Van Hollebeke),F,22.0,165.0,65.0,United States,USA,2008 Summer,2008,Summer,Beijing,Football,Football Women's Football,Gold
16173,Rachel Marie Buehler (-Van Hollebeke),F,26.0,165.0,65.0,United States,USA,2012 Summer,2012,Summer,London,Football,Football Women's Football,Gold
16204,Ivans Bugajenkovs,M,26.0,182.0,82.0,Soviet Union,URS,1964 Summer,1964,Summer,Tokyo,Volleyball,Volleyball Men's Volleyball,Gold
16204,Ivans Bugajenkovs,M,30.0,182.0,82.0,Soviet Union,URS,1968 Summer,1968,Summer,Mexico City,Volleyball,Volleyball Men's Volleyball,Gold
16213,Charles G. Bugbee,M,24.0,,,Great Britain,GBR,1912 Summer,1912,Summer,Stockholm,Water Polo,Water Polo Men's Water Polo,Gold
16213,Charles G. Bugbee,M,32.0,,,Great Britain,GBR,1920 Summer,1920,Summer,Antwerpen,Water Polo,Water Polo Men's Water Polo,Gold
16277,Imre Bujdos,M,29.0,171.0,73.0,Hungary,HUN,1988 Summer,1988,Summer,Seoul,Fencing,"Fencing Men's Sabre, Team",Gold
16294,Nikolay Petkov Bukhalov,M,25.0,187.0,93.0,Bulgaria,BUL,1992 Summer,1992,Summer,Barcelona,Canoeing,"Canoeing Men's Canadian Singles, 500 metres",Gold
16294,Nikolay Petkov Bukhalov,M,25.0,187.0,93.0,Bulgaria,BUL,1992 Summer,1992,Summer,Barcelona,Canoeing,"Canoeing Men's Canadian Singles, 1,000 metres",Gold
16300,Perica Buki,M,18.0,198.0,85.0,Yugoslavia,YUG,1984 Summer,1984,Summer,Los Angeles,Water Polo,Water Polo Men's Water Polo,Gold
16300,Perica Buki,M,22.0,198.0,85.0,Yugoslavia,YUG,1988 Summer,1988,Summer,Seoul,Water Polo,Water Polo Men's Water Polo,Gold
16301,Andrey Anatolyevich Bukin,M,30.0,185.0,63.0,Soviet Union-1,URS,1988 Winter,1988,Winter,Calgary,Figure Skating,Figure Skating Mixed Ice Dancing,Gold
16337,Lyudmila Stepanovna Buldakova (Meshcheryakova-),F,30.0,171.0,66.0,Soviet Union,URS,1968 Summer,1968,Summer,Mexico City,Volleyball,Volleyball Women's Volleyball,Gold
16337,Lyudmila Stepanovna Buldakova (Meshcheryakova-),F,34.0,171.0,66.0,Soviet Union,URS,1972 Summer,1972,Summer,Munich,Volleyball,Volleyball Women's Volleyball,Gold
16344,Emilio Bulgarelli,M,31.0,,,Italy,ITA,1948 Summer,1948,Summer,London,Water Polo,Water Polo Men's Water Polo,Gold
16359,Ivan Buljubai,M,24.0,198.0,108.0,Croatia,CRO,2012 Summer,2012,Summer,London,Water Polo,Water Polo Men's Water Polo,Gold
16375,Jane Mary Elizabeth Bullen (-Holderness-Roddam),F,20.0,,,Great Britain,GBR,1968 Summer,1968,Summer,Mexico City,Equestrianism,"Equestrianism Mixed Three-Day Event, Team",Gold
16382,"Victoria Andrea ""Vicky"" Bullett",F,20.0,190.0,62.0,United States,USA,1988 Summer,1988,Summer,Seoul,Basketball,Basketball Women's Basketball,Gold
16389,Maik Bullmann,M,25.0,185.0,82.0,Germany,GER,1992 Summer,1992,Summer,Barcelona,Wrestling,"Wrestling Men's Light-Heavyweight, Greco-Roman",Gold
16405,Sergey Ivanovich Bulygin,M,20.0,180.0,76.0,Soviet Union,URS,1984 Winter,1984,Winter,Sarajevo,Biathlon,Biathlon Men's 4 x 7.5 kilometres Relay,Gold
16410,"Jaap Derk ""Jaap-Derk"" Buma",M,28.0,184.0,86.0,Netherlands,NED,2000 Summer,2000,Summer,Sydney,Hockey,Hockey Men's Hockey,Gold
16417,Elen Rafaelovna Bunatyants-Shakirova,F,22.0,190.0,86.0,Unified Team,EUN,1992 Summer,1992,Summer,Barcelona,Basketball,Basketball Women's Basketball,Gold
16419,Ahmed Naseer Bunda,M,28.0,165.0,57.0,Pakistan,PAK,1960 Summer,1960,Summer,Roma,Hockey,Hockey Men's Hockey,Gold
16430,Wilfred Kipkemboi Bungei,M,28.0,172.0,60.0,Kenya,KEN,2008 Summer,2008,Summer,Beijing,Athletics,Athletics Men's 800 metres,Gold
16434,Carsten Bunk,M,20.0,189.0,76.0,East Germany,GDR,1980 Summer,1980,Summer,Moskva,Rowing,Rowing Men's Quadruple Sculls,Gold
16443,James Clark Bunten,M,33.0,,,Hera-1,GBR,1908 Summer,1908,Summer,London,Sailing,Sailing Mixed 12 metres,Gold
16449,Diego Mario Buonanotte Rende,M,20.0,160.0,49.0,Argentina,ARG,2008 Summer,2008,Summer,Beijing,Football,Football Men's Football,Gold
16454,Pasquale Buonocore,M,32.0,,,Italy,ITA,1948 Summer,1948,Summer,London,Water Polo,Water Polo Men's Water Polo,Gold
16457,Tejbir Bura,M,,,,Nepal,NEP,1924 Winter,1924,Winter,Chamonix,Alpinism,Alpinism Mixed Alpinism,Gold
16458,Hans Petter Buraas,M,22.0,190.0,90.0,Norway,NOR,1998 Winter,1998,Winter,Nagano,Alpine Skiing,Alpine Skiing Men's Slalom,Gold
16462,Viktor Volodymyrovych Burakov,M,25.0,182.0,73.0,Soviet Union,URS,1980 Summer,1980,Summer,Moskva,Athletics,Athletics Men's 4 x 400 metres Relay,Gold
16474,Francis Romulus Burchell,M,26.0,,,Devon and Somerset Wanderers,GBR,1900 Summer,1900,Summer,Paris,Cricket,Cricket Men's Cricket,Gold
16483,Lyubov Viktorovna Burda (-Andrianova),F,15.0,162.0,48.0,Soviet Union,URS,1968 Summer,1968,Summer,Mexico City,Gymnastics,Gymnastics Women's Team All-Around,Gold
16483,Lyubov Viktorovna Burda (-Andrianova),F,19.0,162.0,48.0,Soviet Union,URS,1972 Summer,1972,Summer,Munich,Gymnastics,Gymnastics Women's Team All-Around,Gold
16492,Cdric Burdet,M,33.0,195.0,98.0,France,FRA,2008 Summer,2008,Summer,Beijing,Handball,Handball Men's Handball,Gold
16495,Cornelius Lonzo Burdette,M,33.0,,,United States,USA,1912 Summer,1912,Summer,Stockholm,Shooting,"Shooting Men's Military Rifle, 200, 400, 500 and 600 metres, Team",Gold
16497,Nicols Andrs Burdisso,M,23.0,182.0,82.0,Argentina,ARG,2004 Summer,2004,Summer,Athina,Football,Football Men's Football,Gold
16509,Maurice Buret,M,39.0,,,France,FRA,1948 Summer,1948,Summer,London,Equestrianism,"Equestrianism Men's Dressage, Team",Gold
16526,Erna Brger,F,27.0,,,Germany,GER,1936 Summer,1936,Summer,Berlin,Gymnastics,Gymnastics Women's Team All-Around,Gold
16529,Heinrich Burger,M,26.0,,,Germany,GER,1908 Summer,1908,Summer,London,Figure Skating,Figure Skating Mixed Pairs,Gold
16541,Edgar Richard Burgess,M,20.0,,,Leander Club-1,GBR,1912 Summer,1912,Summer,Stockholm,Rowing,Rowing Men's Coxed Eights,Gold
